data,equipamento,produto,quantidade,valorUnitario,valorTotal,fornecedor
2025-09-29 00:00:00,CC-02,"VALVULA MERCEDES A0001405339",1,3124.906389,3124.906389,"BRAIANN.ARAGAO"
2025-05-26 00:00:00,CB-07,"COMPR. MERCEDES A4572300111",1,3110.91,3110.91,"BRAIANN.ARAGAO"
2025-05-07 00:00:00,CB-09,"COMPR. MERCEDES A4572300111",1,3110.91,3110.91,"LUIZ.SANTOS"
2025-05-07 00:00:00,CB-15,"ESTRIBO MERCEDES A  9586603001",1,3106.46,3106.46,"MARDISA VEICULOS SA"
2025-04-15 00:00:00,CG-01,"SERVICOS DE MANUTENCAO EM MAQU",1,3100,3100,"LUCAS COMPONENTES HIDRAULICOS EIRELI"
2025-10-31 00:00:00,PM-01,"OLEO 15W40 MOBIL AGRANEL",173.26,17.879279822232483,3097.764022,"STHEFANNE.CIQUEIRA"
2025-06-23 00:00:00,BM-01,"KIT DO BICO INJETOR",6,515.8683333333333,3095.21,"EDVALDO LUCINDO DE FARIA"
2025-02-28 00:00:00,TE-04,"TIRA CAT 260-7733",3,1030.6933333333334,3092.08,"SOTREQ S/A"
2025-08-02 00:00:00,PV-01,"GUARNICAO TIPO U 25X25X9MM",75,41.150533333333335,3086.29,"BRAIANN.ARAGAO"
2025-10-22 00:00:00,VL-23,"PNEU 215/65-16 BRIDGESTONE",4,770,3080,"CURINGA PNEUMATICOS LTDA"
2025-10-06 00:00:00,EH-10,"PISTAO CAT 5938376",1,3078.03,3078.03,"SOTREQ S/A"
2025-10-16 00:00:00,PM-01,"UHMW PRETO #12X1220X3050 MM",1.8,1707.8444444444444,3074.12,"BARON INDUSTRIA E COMERCIO DE POLIMEROS LTDA"
2025-10-16 00:00:00,PM-02,"UHMW PRETO #12X1220X3050 MM",1.8,1707.8444444444444,3074.12,"BARON INDUSTRIA E COMERCIO DE POLIMEROS LTDA"
2025-05-07 00:00:00,CB-15,"CJ FAROL MERCEDES A 9408201861",1,3059.01,3059.01,"MARDISA VEICULOS SA"
2025-04-03 00:00:00,PC-09,"VALVULA CAT 3908323.000",1,3057.26,3057.26,"SOTREQ S/A"
2025-09-22 00:00:00,CB-14,"SERVICOS DE MANUTENCAO EM MAQU",1.02,2994.7549019607845,3054.65,"TESLA MECATRONICA SERVICOS LTDA"
2025-04-07 00:00:00,CB-23,"COMPR. MERCEDES A4572300111",1,3052.223334,3052.223334,"LUIZ.SANTOS"
2025-04-28 00:00:00,CB-13,"COMPR. MERCEDES A4572300111",1,3052.223333,3052.223333,"BRAIANN.ARAGAO"
2025-03-03 00:00:00,CB-20,"COMPR. MERCEDES A4572300111",1,3052.223333,3052.223333,"LUIZ.SANTOS"
2025-04-24 00:00:00,TC-03,"LAMINA PRIMARIA LPL",8,381.2505,3050.004,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,CB-04,"OLEO 15W40 MOBIL AGRANEL",170.58,17.8792798217845,3049.847552,"STHEFANNE.CIQUEIRA"
2025-03-20 00:00:00,PC-08,"OLEO CAT 7X-7858",3,1016.2060283333334,3048.618085,"LUIZ.SANTOS"
2025-07-28 00:00:00,EH-15,"OLEO 15W40 MOBIL AGRANEL",180,16.92774653888889,3046.994377,"STHEFANNE.CIQUEIRA"
2025-06-24 00:00:00,CB-13,"COXIM MERCEDES A9582411213",2,1513.3333335,3026.666667,"BRAIANN.ARAGAO"
2025-01-31 00:00:00,CB-13,"COMPR. MERCEDES A4572300111",1,3026.51,3026.51,"ALVARO.ISAQUE"
2025-02-27 00:00:00,BM-02,"CORREIA SPC 7100",6,503.1277083333334,3018.76625,"LUIZ.SANTOS"
2025-10-31 00:00:00,CB-01,"OLEO 15W40 MOBIL AGRANEL",168.44,17.87927982070767,3011.585893,"STHEFANNE.CIQUEIRA"
2025-05-05 00:00:00,BM-03,"SERVICOS DE MANUTENCAO EM MAQU",3,1000,3000,"STECKELBERG METALURGICA LTDA."
2025-01-16 00:00:00,CB-24,"CJ CONE A9472603545",2,1498.84,2997.68,"MARDISA VEICULOS SA"
2025-10-16 00:00:00,CB-08,"CAVALETE A9473251112",1,2984.9,2984.9,"MARDISA VEICULOS SA"
2025-03-03 00:00:00,BM-03,"CORREIA SPC 8500 LW",6,496.6082471666667,2979.649483,"ALVARO.ISAQUE"
2025-05-16 00:00:00,PC-02,"REPARO CAT 3767694.000",1,2977.67,2977.67,"SOTREQ S/A"
2025-09-22 00:00:00,CB-12,"SERVICOS DE MANUTENCAO EM MAQU",0.99,2994.747474747475,2964.8,"TESLA MECATRONICA SERVICOS LTDA"
2025-09-22 00:00:00,CB-17,"SERVICOS DE MANUTENCAO EM MAQU",0.99,2994.747474747475,2964.8,"TESLA MECATRONICA SERVICOS LTDA"
2025-01-06 00:00:00,CC-01,"BUZINA MERCEDES A0005425221",1,2942.7175,2942.7175,"ALVARO.ISAQUE"
2025-02-03 00:00:00,CB-09,"BUZINA MERCEDES A0005425221",1,2942.7175,2942.7175,"ALVARO.ISAQUE"
2025-06-16 00:00:00,CB-06,"VALVULA APU",1,2940,2940,"MARDISA VEICULOS S/A"
2025-02-21 00:00:00,CB-09,"SERVICOS DE RECAPAGEM E REFORM",3,980,2940,"NORTE SUL COMERCIO E RECAPAGEM DE PNEUS LTDA"
2025-05-19 00:00:00,CC-01,"VALVULA MERCEDES A0001405339",1,2933.723333,2933.723333,"GABRIEL.ANDRADE"
2025-01-24 00:00:00,PM-01,"PENEIRA 12,7 (1/2) 2100X2750",1,2921.652667,2921.652667,"ALVARO.ISAQUE"
2025-04-08 00:00:00,TE-04,"PROTETOR CAT 318-6247",2,1460.295,2920.59,"SOTREQ S/A"
2025-01-20 00:00:00,BM-01,"BRONZINA CAT 2436717",1,2915.73,2915.73,"SOTREQ S/A"
2025-06-30 00:00:00,CB-16,"SERVICOS DE MANUTENCAO EM MAQU",1,2904,2904,"CENTER TRUCK IRMAOS XAVIER LTDA"
2025-02-13 00:00:00,CA-01,"OLEO",1,2900,2900,"RODNEY PASTOR"
2025-10-31 00:00:00,EH-12,"OLEO 15W40 MOBIL AGRANEL",161.87,17.879279823315006,2894.119025,"STHEFANNE.CIQUEIRA"
2025-03-05 00:00:00,CC-01,"SERVO MERCEDES A0002541247",1,2884.4,2884.4,"MARDISA VEICULOS SA"
2025-10-28 00:00:00,PM-01,"PENEIRA 19,05 (3/4) 1410X2900",1,2875.573333,2875.573333,"BRAIANN.ARAGAO"
2025-03-28 00:00:00,PC-09,"COXIM",4,716.46,2865.84,"SOTREQ S/A"
2025-10-02 00:00:00,CB-24,"RADIADOR DE AGUA",1,2858.48,2858.48,"RADIADORES RADIAL LTDA"
2025-10-08 00:00:00,CA-07,"SERVICOS DE MANUTENCAO EM MAQU",466.5,6.122572347266881,2856.18,"COALUMAQ COMERCIO DE COMPRESSORES LTDA"
2025-06-11 00:00:00,EH-14,"PONTA ADPTADOR CAT 368-3781",2,1421.65,2843.3,"ENGEPECAS EQUIPAMENTOS LTDA."
2025-05-07 00:00:00,CB-15,"SUPORTE MERCEDES A 9446600230",1,2840.52,2840.52,"MARDISA VEICULOS SA"
2025-01-03 00:00:00,VL-19,"SEGURO FROTA PARCELADO",1,2838.16,2838.16,"ALLIANZ SEGUROS S/A"
2025-08-08 00:00:00,PV-01,"PENEIRA 88,9 (3,5) 2100X2750",1,2836.115152,2836.115152,"BRAIANN.ARAGAO"
2025-08-08 00:00:00,PV-01,"PENEIRA 88,9 (3,5) 2100X2750",1,2836.115152,2836.115152,"BRAIANN.ARAGAO"
2025-01-20 00:00:00,BM-01,"ACOPLAMENTO CENTAFLEX SIZEGROS",1,2834.8,2834.8,"ALVARO.ISAQUE"
2025-08-05 00:00:00,CB-19,"VALVULA MERCEDES A0024319215",1,2832.67,2832.67,"MARDISA VEICULOS SA"
2025-08-05 00:00:00,CB-26,"VALVULA MERCEDES A0024319215",1,2832.67,2832.67,"MARDISA VEICULOS SA"
2025-07-10 00:00:00,PC-01,"BOMBA CAT 5579567.000",1,2824.92,2824.92,"SEVILHA PECAS PARA TRATORES LTDA"
2025-10-31 00:00:00,EH-17,"OLEO 15W40 MOBIL AGRANEL",157.48,17.87927981965964,2815.628986,"STHEFANNE.CIQUEIRA"
2025-10-03 00:00:00,PC-04,"COMPRESSOR CAT 320-1291",1,2813.25,2813.25,"JOAO PAULO DE SOUSA MOREIRA 04281343199"
2025-01-20 00:00:00,BM-01,"INSERTO CAT 5929280",12,233.35500000000002,2800.26,"SOTREQ S/A"
2025-10-03 00:00:00,BM-04,"SERVICOS DE MANUTENCAO EM MAQU",1,2800,2800,"STECKELBERG METALURGICA LTDA."
2025-01-28 00:00:00,BM-04,"CORREIA TRANSPORTADORA 26 3",18,155.52,2799.36,"WEST COMERCIO DE PECAS E IMPORTACAO LTDA."
2025-04-09 00:00:00,TE-06,"MANCAL CAT 548-3258",2,1399.22,2798.44,"SOTREQ S/A"
2025-07-17 00:00:00,VL-101,"LOCACAO DE VEICULOS LEVES",3,932.1333333333333,2796.4,"KINTO BRASIL SERVICOS DE MOBILIDADE LTDA."
2025-09-19 00:00:00,CB-06,"CJ.CONE MERCEDEDES A9472603545",2,1396.9,2793.8,"MARDISA VEICULOS S/A"
2025-05-09 00:00:00,PC-03,"LONA CAT 3644405",1,2791.97,2791.97,"SOTREQ S/A"
2025-11-18 00:00:00,CB-22,"BRACO MERCEDES A9483502705",1,2779.97,2779.97,"VANESSA.ALVES"
2025-02-03 00:00:00,PV-01,"PENEIRA 31,75(1.1/4) 1100X2730",2,1385.63375,2771.2675,"ALVARO.ISAQUE"
2025-08-05 00:00:00,PV-01,"PENEIRA 31,75(1.1/4) 1100X2730",2,1385.63375,2771.2675,"BRAIANN.ARAGAO"
2025-02-05 00:00:00,BM-03,"ROLAMENTO NJ-2311",4,690,2760,"LCLA COMERCIO DE PECAS LTDA"
2025-09-09 00:00:00,CB-03,"BRACO MERCEDES A9483502705",1,2757.146589,2757.146589,"VANESSA.ALVES"
2025-09-09 00:00:00,CB-07,"BRACO MERCEDES A9483502705",1,2757.146588,2757.146588,"VANESSA.ALVES"
2025-08-27 00:00:00,CB-13,"TAMBOR MERCEDES A3054230701",4,688.5,2754,"PONTO CERTO DISTRIBUIDORA DE AUTO PECAS LTDA"
2025-09-25 00:00:00,TE-03,"SERVICOS DE MANUTENCAO EM MAQU",1,2753.36,2753.36,"VEDAPRESS SERVICOS HIDRAULICOS LTDA"
2025-10-02 00:00:00,PC-01,"MANGUEIRA CAT 3834293.002",1,2745.31,2745.31,"SOTREQ S/A"
2025-08-22 00:00:00,VL-102,"LOCACAO DE VEICULOS LEVES",1,2744.85,2744.85,"KINTO BRASIL SERVICOS DE MOBILIDADE LTDA."
2025-11-17 00:00:00,CB-06,"VALVULA MERCEDES A0024319215",1,2743.7325,2743.7325,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,EH-14,"OLEO 15W40 MOBIL AGRANEL",153.31,17.87927982519079,2741.07239,"STHEFANNE.CIQUEIRA"
2025-09-04 00:00:00,CB-12,"PNEU 325/95R24",1,2736.302667,2736.302667,"VANESSA.ALVES"
2025-05-12 00:00:00,BM-01,"ROLETE CARGA 745 (T) X 800 (E)",10,272.87,2728.7,"BRAIANN.ARAGAO"
2025-10-15 00:00:00,CB-06,"VALVULA MERCEDES A0024319215",1,2726.226312,2726.226312,"BRAIANN.ARAGAO"
2025-09-11 00:00:00,CB-09,"VALVULA MERCEDES A0024319215",1,2726.226312,2726.226312,"BRAIANN.ARAGAO"
2025-03-26 00:00:00,BM-02,"CABO CAT 5201511.000",1,2724.58,2724.58,"SOTREQ S/A"
2025-05-06 00:00:00,PM-02,"PENEIRA 25,4 (1) 1410X2900",1,2712.08625,2712.08625,"GABRIEL.ANDRADE"
2025-08-21 00:00:00,CB-17,"BRACO MERCEDES A9483502705",1,2711.499844,2711.499844,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,EH-16,"OLEO 15W40 MOBIL AGRANEL",151.65,17.879279821958455,2711.392785,"STHEFANNE.CIQUEIRA"
2025-08-11 00:00:00,TE-03,"DIESEL S-10",528.28,5.119885893844174,2704.73332,"STHEFANNE.CIQUEIRA"
2025-06-25 00:00:00,BM-01,"MANGUEIRA HIDRAULICA",28.560000000000002,94.62009803921569,2702.3500000000004,"LUCAS COMPONENTES HIDRAULICOS EIRELI"
2025-02-03 00:00:00,BM-04,"FILTRO SANDVIK SA10-21-0031",1,2701.523977,2701.523977,"LUIZ.SANTOS"
2025-02-14 00:00:00,BM-02,"SERVICOS DE MANUTENCAO EM MAQU",6,450,2700,"STECKELBERG METALURGICA LTDA."
2025-01-20 00:00:00,BM-01,"INSERTO CAT 5502998",12,224.69416666666666,2696.33,"SOTREQ S/A"
2025-03-08 00:00:00,TE-04,"ROLETE CAT 2880934",1,2690.045572,2690.045572,"LUIZ.SANTOS"
2025-05-26 00:00:00,TE-03,"ROLETE CAT 2880934",1,2690.045571,2690.045571,"BRAIANN.ARAGAO"
2025-01-16 00:00:00,BM-02,"ANEL",2,1341.495,2682.99,"IMETEX INDUSTRIA E COMERCIO LTDA"
2025-06-17 00:00:00,CB-05,"BRACO MERCEDES A9483502705",1,2680.179688,2680.179688,"KAIQUE.ALVES"
2025-06-23 00:00:00,CB-12,"BRACO MERCEDES A9483502705",1,2680.179687,2680.179687,"BRAIANN.ARAGAO"
2025-06-11 00:00:00,CB-04,"VALVULA MERCEDES A0024319215",1,2673.004469,2673.004469,"BRAIANN.ARAGAO"
2025-06-06 00:00:00,CB-05,"VALVULA MERCEDES A0024319215",1,2673.004469,2673.004469,"BRAIANN.ARAGAO"
2025-08-11 00:00:00,CA-08,"VALVULA DRENO LD202 A2",1,2659,2659,"COALUMAQ COMERCIO DE COMPRESSORES LTDA"
2025-09-08 00:00:00,CB-05,"CUICA WABCO 9254922210",2,1328.96,2657.92,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,PC-05,"OLEO 15W40 MOBIL AGRANEL",148.55,17.879279824974752,2655.967018,"STHEFANNE.CIQUEIRA"
2025-08-14 00:00:00,VL-19,"IPVA E LICENCIAMENTO PARCELADO",1,2648.06,2648.06,"DEPARTAMENTO ESTADUAL DE TRANSITO"
2025-10-28 00:00:00,PM-01,"BRACO 3 PONTO 5600-5605-5700-",3,882.5646876666666,2647.694063,"BRAIANN.ARAGAO"
2025-11-13 00:00:00,EH-15,"DENTE CAT 5976033",4,661.0775,2644.31,"VANESSA.ALVES"
2025-04-07 00:00:00,TE-03,"ROLETE SIMPLES CAT 4913844",2,1322.045,2644.09,"SOTREQ S/A"
2025-10-31 00:00:00,EH-15,"OLEO 15W40 MOBIL AGRANEL",147.64,17.879279822541317,2639.696873,"STHEFANNE.CIQUEIRA"
2025-05-28 00:00:00,PM-02,"PENEIRA 9,52 (3/8) 1410X2900",1,2637.964223,2637.964223,"KAIQUE.ALVES"
2025-10-04 00:00:00,PM-02,"PENEIRA 9,52 (3/8) 1410X2900",1,2637.964223,2637.964223,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,PC-03,"OLEO 15W40 MOBIL AGRANEL",147.21,17.879279824740166,2632.008783,"STHEFANNE.CIQUEIRA"
2025-02-14 00:00:00,PV-01,"CHAVE DE EMERGENCIA ZQ 900-22",2,1314.8554165,2629.710833,"ALVARO.ISAQUE"
2025-11-03 00:00:00,CC-02,"CONE A9472602845",2,1312.435,2624.87,"MARDISA VEICULOS S/A"
2025-10-31 00:00:00,CB-08,"OLEO 15W40 MOBIL AGRANEL",146.52,17.879279825279824,2619.67208,"STHEFANNE.CIQUEIRA"
2025-08-14 00:00:00,VL-20,"IPVA E LICENCIAMENTO PARCELADO",1,2615.18,2615.18,"DEPARTAMENTO ESTADUAL DE TRANSITO"
2025-01-03 00:00:00,VL-20,"SEGURO FROTA PARCELADO",1,2612.79,2612.79,"ALLIANZ SEGUROS S/A"
2025-01-03 00:00:00,VL-21,"SEGURO FROTA PARCELADO",1,2612.79,2612.79,"ALLIANZ SEGUROS S/A"
2025-05-27 00:00:00,CB-14,"VALVULA MERCEDES A0024319215",1,2611.018938,2611.018938,"BRAIANN.ARAGAO"
2025-05-16 00:00:00,CB-25,"VALVULA MERCEDES A0024319215",1,2611.018938,2611.018938,"BRAIANN.ARAGAO"
2025-05-21 00:00:00,CB-20,"VALVULA MERCEDES A0024319215",1,2611.018937,2611.018937,"BRAIANN.ARAGAO"
2025-02-21 00:00:00,CB-08,"VALVULA MERCEDES A0024319215",1,2604.5145,2604.5145,"LUIZ.SANTOS"
2025-05-06 00:00:00,PM-02,"BRACO 3 PONTO 5600-5605-5700-",3,868.0133333333333,2604.04,"GABRIEL.ANDRADE"
2025-06-20 00:00:00,BM-01,"SERVICOS DE MANUTENCAO EM MAQU",8,325,2600,"STECKELBERG METALURGICA LTDA."
2025-09-24 00:00:00,EH-06,"TURBINA",1,2600,2600,"CONEXAO NEGOCIOS - TURBINAS E SISTEMA HIDRAULICO E"
2025-01-28 00:00:00,CB-03,"VALVULA MERCEDES A0024319215",1,2594.64675,2594.64675,"ALVARO.ISAQUE"
2025-01-14 00:00:00,CB-19,"VALVULA MERCEDES A0024319215",1,2594.64675,2594.64675,"ALVARO.ISAQUE"
2025-10-16 00:00:00,PM-01,"PENEIRA 25,4 (1) 1410X2900",1,2590.68488,2590.68488,"VANESSA.ALVES"
2025-10-29 00:00:00,MN-01,"INSERTO CAT 279--5267",4,645.9425,2583.77,"SOTREQ S/A"
2025-03-31 00:00:00,CB-08,"VALVULA MERCEDES A0024319215",1,2580.17725,2580.17725,"LUIZ.SANTOS"
2025-03-28 00:00:00,CB-09,"VALVULA MERCEDES A0024319215",1,2580.17725,2580.17725,"ALVARO.ISAQUE"
2025-03-17 00:00:00,CB-19,"VALVULA MERCEDES A0024319215",1,2580.17725,2580.17725,"ALVARO.ISAQUE"
2025-02-26 00:00:00,CB-08,"BRACO MERCEDES A9483502705",1,2566.56875,2566.56875,"ALVARO.ISAQUE"
2025-02-10 00:00:00,TE-05,"CALCO CAT 6T-9927",2,1280.185,2560.37,"SOTREQ S/A"
2025-04-07 00:00:00,PV-01,"MOLA DE COMPRESSAO HELICOIDAL",0,Infinity,2560,"PARCEIRO TRANSPORTES LTDA"
2025-04-03 00:00:00,PC-09,"CALCO CAT 3223111.000",1,2552.5,2552.5,"SOTREQ S/A"
2025-08-27 00:00:00,BM-02,"BATERIA 150AH",2,1275,2550,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,BM-01,"OLEO 15W40 MOBIL AGRANEL",142.45,17.879279824499825,2546.903411,"STHEFANNE.CIQUEIRA"
2025-01-03 00:00:00,PM-01,"PENEIRA 25,4 (1) 1410X2900",1,2543.2475,2543.2475,"LUIZ.SANTOS"
2025-02-11 00:00:00,PM-02,"PENEIRA 25,4 (1) 1410X2900",1,2543.2475,2543.2475,"ALVARO.ISAQUE"
2025-02-12 00:00:00,PM-02,"PENEIRA 25,4 (1) 1410X2900",1,2543.2475,2543.2475,"ALVARO.ISAQUE"
2025-04-10 00:00:00,GE-03,"SERVICOS DE MANUTENCAO EM MAQU",10,254.25,2542.5,"AMERICANA MECATRON DIESEL PECAS PARA MOTORES LTDA"
2025-08-21 00:00:00,CB-18,"TAMBOR MERCEDES A6584210001",2,1271.0032155,2542.006431,"BRAIANN.ARAGAO"
2025-06-24 00:00:00,TE-05,"SIRENE DE RE CAT 213-9100",1,2540.30625,2540.30625,"BRAIANN.ARAGAO"
2025-02-04 00:00:00,VL-19,"PNEU 195/65R15",4,635,2540,"JOAO PAULO DE SOUSA MOREIRA 04281343199"
2025-10-22 00:00:00,PC-02,"ROLAMENTO CAT 2719096.000",1,2539.1,2539.1,"SOTREQ S/A"
2025-04-18 00:00:00,CB-20,"VALVULA MERCEDES A0024319215",1,2537.976813,2537.976813,"GABRIEL.ANDRADE"
2025-04-24 00:00:00,CB-07,"VALVULA MERCEDES A0024319215",1,2537.976812,2537.976812,"BRAIANN.ARAGAO"
2025-04-03 00:00:00,PC-09,"ROLAMENTO CAT 2K5065.000",2,1267.08,2534.16,"SOTREQ S/A"
2025-10-31 00:00:00,CB-21,"OLEO 15W40 MOBIL AGRANEL",141.17,17.879279818658357,2524.017932,"STHEFANNE.CIQUEIRA"
2025-04-09 00:00:00,VL-12,"MOTOR DE PARTIDA",1,2518.25,2518.25,"JOAO PAULO DE SOUSA MOREIRA 04281343199"
2025-07-28 00:00:00,BM-04,"FILTRO SANDVIK SA10-21-0031",1,2512.746667,2512.746667,"BRAIANN.ARAGAO"
2025-11-06 00:00:00,BM-01,"SERVICOS DE MANUTENCAO EM MAQU",1,2500,2500,"VEDAPRESS SERVICOS HIDRAULICOS LTDA"
2025-11-15 00:00:00,PC-03,"PONTA CAT 539-5678",8,312.36375,2498.91,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,PC-08,"OLEO 15W40 MOBIL AGRANEL",139.67,17.879279823870554,2497.199013,"STHEFANNE.CIQUEIRA"
2025-06-13 00:00:00,BM-03,"SELENOIDE",8,310.37,2482.96,"VEDAPRESS VEDACOES PECAS E SERVICOS EIRELI"
2025-03-17 00:00:00,PM-01,"PENEIRA 6,35 (1/4) 1410X2900",1,2480.08289,2480.08289,"LUIZ.SANTOS"
2025-05-20 00:00:00,PM-02,"PENEIRA 6,35 (1/4) 1410X2900",1,2480.08289,2480.08289,"BRAIANN.ARAGAO"
2025-06-20 00:00:00,CB-03,"AMORTECEDOR MERCEDES A94089048",2,1233.2391665,2466.478333,"LUIZ.SANTOS"
2025-02-19 00:00:00,CB-05,"AMORTECEDOR MERCEDES A94089048",2,1233.2391665,2466.478333,"LUIZ.SANTOS"
2025-10-06 00:00:00,EH-11,"PISTAO CAT 5938376",1,2462.42,2462.42,"SOTREQ S/A"
2025-06-21 00:00:00,PM-01,"PENEIRA 25,4 (1) 1410X2900",1,2462.339861,2462.339861,"GABRIEL.ANDRADE"
2025-06-21 00:00:00,PM-01,"PENEIRA 25,4 (1) 1410X2900",1,2462.339861,2462.339861,"GABRIEL.ANDRADE"
2025-09-22 00:00:00,CB-27,"COXIM MERCEDES A9582411213",2,1229.986061,2459.972122,"VANESSA.ALVES"
2025-08-07 00:00:00,CB-15,"COXIM MERCEDES A9582411213",2,1229.9860605,2459.972121,"BRAIANN.ARAGAO"
2025-08-18 00:00:00,CB-20,"COXIM MERCEDES A9582411213",2,1229.9860605,2459.972121,"GABRIEL.ANDRADE"
2025-10-09 00:00:00,CB-23,"COXIM MERCEDES A9582411213",2,1229.9860605,2459.972121,"VANESSA.ALVES"
2025-04-10 00:00:00,VL-12,"CAIXA DIRECAO",1,2457,2457,"REVISA CENTRO AUTOMOTIVO LTDA"
2025-03-31 00:00:00,BM-03,"LAMINA PRIMARIA LPL",7,350.6667402857143,2454.667182,"LUIZ.SANTOS"
2025-10-31 00:00:00,EH-06,"OLEO 15W40 MOBIL AGRANEL",136.89,17.87927982321572,2447.494615,"STHEFANNE.CIQUEIRA"
2025-06-12 00:00:00,CB-05,"SENSOR P/ INCLINOMETRO",1,2446.44,2446.44,"RODOGYN DISTRIBUIDORA DE PECAS LTDA - ME"
2025-06-03 00:00:00,BM-01,"SERVICOS DE MANUTENCAO EM MAQU",2,1218.6,2437.2,"EJ DA SILVA LTDA"
2025-10-29 00:00:00,TE-02,"OLEO 15W40 MOBIL AGRANEL",136,17.87927982352941,2431.5820559999997,"STHEFANNE.CIQUEIRA"
2025-08-13 00:00:00,PM-01,"PENEIRA 25,4 (1) 1410X2900",1,2423.623986,2423.623986,"BRAIANN.ARAGAO"
2025-08-25 00:00:00,PM-01,"PENEIRA 25,4 (1) 1410X2900",1,2423.623986,2423.623986,"BRAIANN.ARAGAO"
2025-10-21 00:00:00,MN-01,"VALVULA CAT 218-2971",1,2419.78,2419.78,"SOTREQ S/A"
2025-01-20 00:00:00,BM-01,"BASE CAT 2516668",1,2419.6,2419.6,"SOTREQ S/A"
2025-01-20 00:00:00,BM-01,"BASE CAT 2386721",1,2416.72,2416.72,"SOTREQ S/A"
2025-10-31 00:00:00,CB-15,"OLEO 15W40 MOBIL AGRANEL",134.75,17.879279821892393,2409.232956,"STHEFANNE.CIQUEIRA"
2025-04-01 00:00:00,PM-01,"SERVICOS DE MANUTENCAO EM MAQU",1,2409,2409,"NILTON ANTUNES MOREIRA VULCANIZACAO"
2025-04-01 00:00:00,TC-01,"SERVICOS DE MANUTENCAO EM MAQU",1,2409,2409,"NILTON ANTUNES MOREIRA VULCANIZACAO"
2025-04-01 00:00:00,TC-02,"SERVICOS DE MANUTENCAO EM MAQU",1,2409,2409,"NILTON ANTUNES MOREIRA VULCANIZACAO"
2025-04-01 00:00:00,TC-03,"SERVICOS DE MANUTENCAO EM MAQU",1,2409,2409,"NILTON ANTUNES MOREIRA VULCANIZACAO"
2025-04-14 00:00:00,CB-20,"RESERV MERCEDES A9584700204",2,1202.595,2405.19,"PONTO CERTO DISTRIBUIDORA DE AUTO PECAS LTDA"
2025-06-11 00:00:00,TC-02,"SERVICOS DE MANUTENCAO EM MAQU",1,2400,2400,"VULCANIZACAO BARRO ALTO LTDA"
2025-02-24 00:00:00,BM-01,"CABO CONTROLE 25X1,5MM2 0,6/1K",22,108.94,2396.68,"ALVARO.ISAQUE"
2025-06-05 00:00:00,BM-02,"ROLETE SANDVIK CR9086",1,2391.656667,2391.656667,"BRAIANN.ARAGAO"
2025-06-05 00:00:00,BM-04,"ROLETE SANDVIK CR9086",1,2391.656667,2391.656667,"KAIQUE.ALVES"
2025-10-31 00:00:00,EH-09,"OLEO 15W40 MOBIL AGRANEL",133.58,17.879279824824074,2388.314199,"STHEFANNE.CIQUEIRA"
2025-09-02 00:00:00,EH-08,"OLEO 15W40 MOBIL AGRANEL",140,16.928800000000003,2370.032,"STHEFANNE.CIQUEIRA"
2025-05-23 00:00:00,CB-19,"BOMBA MERCEDES A4574600280",1,2368.492,2368.492,"BRAIANN.ARAGAO"
2025-07-25 00:00:00,BM-04,"P D ESPECIAIS CH GR 1 A36",135,17.5,2362.5,"AGOFER INDUSTRIA E COMERCIO DE METAIS EIRELI"
2025-06-24 00:00:00,CB-27,"CONJUNTO MERCEDES A 0024319215",1,2356.48,2356.48,"BRAIANN.ARAGAO"
2025-03-26 00:00:00,CB-13,"VENTILADOR MERCED A0038300108",1,2354.526875,2354.526875,"LUIZ.SANTOS"
2025-05-30 00:00:00,CC-02,"VENTILADOR MERCED A0038300108",1,2354.526875,2354.526875,"BRAIANN.ARAGAO"
2025-10-31 00:00:00,MN-01,"OLEO 15W40 MOBIL AGRANEL",131.6,17.87927982522796,2352.913225,"STHEFANNE.CIQUEIRA"
2025-07-30 00:00:00,CB-09,"CUICA WABCO 9254922210",1,2352.9,2352.9,"BRAIANN.ARAGAO"
2025-02-05 00:00:00,BM-04,"MANG 4SH 3/4 POL ALFAGOMA",5.95,395,2350.25,"LUCAS COMPONENTES HIDRAULICOS EIRELI"
2025-07-15 00:00:00,CB-04,"SERVICOS DE MANUTENCAO EM MAQU",1,2350,2350,"LUCAS COMPONENTES HIDRAULICOS EIRELI"
2025-10-16 00:00:00,CB-20,"SERVICO DE RECAPAGEM",3,783.1733333333333,2349.52,"NACIONAL REFORMADORA DE PNEUS LTDA"
2025-01-22 00:00:00,EH-17,"KIT ROLAMENTO",2,1174.625,2349.25,"VEDAPRESS VEDACOES PECAS E SERVICOS LTDA"
2025-06-10 00:00:00,CB-23,"SERVICOS DE MANUTENCAO EM MAQU",1,2347.7,2347.7,"REAL MAN TRUCK SERVICOS E PECAS LTDA"
2025-10-31 00:00:00,CB-17,"OLEO 15W40 MOBIL AGRANEL",131.01,17.879279825967483,2342.36445,"STHEFANNE.CIQUEIRA"
